customer_id,signup_date,due_date,amount,plan_freq,first_outcome,fail_reason,charge_id
3,2024-02-20,2024-10-17,203.38,monthly,fail,NSF,54
3,2024-02-20,2024-11-16,203.38,monthly,fail,NSF,55
3,2024-02-20,2024-12-16,203.38,monthly,fail,NSF,56
3,2024-02-20,2025-01-15,203.38,monthly,fail,NSF,57
3,2024-02-20,2025-02-14,203.38,monthly,success,NONE,58
3,2024-02-20,2025-03-16,203.38,monthly,fail,NSF,59
3,2024-02-20,2025-04-15,203.38,monthly,success,NONE,60
3,2024-02-20,2025-05-15,203.38,monthly,fail,NSF,61
3,2024-02-20,2025-06-14,203.38,monthly,fail,NSF,62
4,2024-03-28,2024-04-11,58.26,fortnightly,success,NONE,63
4,2024-03-28,2024-04-25,58.26,fortnightly,fail,NSF,64
4,2024-03-28,2024-05-09,58.26,fortnightly,success,NONE,65
4,2024-03-28,2024-05-23,58.26,fortnightly,success,NONE,66
4,2024-03-28,2024-06-06,58.26,fortnightly,fail,NSF,67
4,2024-03-28,2024-06-20,58.26,fortnightly,success,NONE,68
4,2024-03-28,2024-07-04,58.26,fortnightly,success,NONE,69
4,2024-03-28,2024-07-18,58.26,fortnightly,success,NONE,70
4,2024-03-28,2024-08-01,58.26,fortnightly,fail,NSF,71
4,2024-03-28,2024-08-15,58.26,fortnightly,success,NONE,72
4,2024-03-28,2024-08-29,58.26,fortnightly,success,NONE,73
4,2024-03-28,2024-09-12,58.26,fortnightly,success,NONE,74
4,2024-03-28,2024-09-26,58.26,fortnightly,fail,NSF,75
4,2024-03-28,2024-10-10,58.26,fortnightly,success,NONE,76
4,2024-03-28,2024-10-24,58.26,fortnightly,success,NONE,77
4,2024-03-28,2024-11-07,58.26,fortnightly,fail,NSF,78
4,2024-03-28,2024-11-21,58.26,fortnightly,fail,NSF,79
4,2024-03-28,2024-12-05,58.26,fortnightly,success,NONE,80
4,2024-03-28,2024-12-19,58.26,fortnightly,success,NONE,81
4,2024-03-28,2025-01-02,58.26,fortnightly,success,NONE,82
4,2024-03-28,2025-01-16,58.26,fortnightly,success,NONE,83
4,2024-03-28,2025-01-30,58.26,fortnightly,fail,NSF,84
4,2024-03-28,2025-02-13,58.26,fortnightly,success,NONE,85
4,2024-03-28,2025-02-27,58.26,fortnightly,success,NONE,86
4,2024-03-28,2025-03-13,58.26,fortnightly,success,NONE,87
4,2024-03-28,2025-03-27,58.26,fortnightly,success,NONE,88
4,2024-03-28,2025-04-10,58.26,fortnightly,success,NONE,89
4,2024-03-28,2025-04-24,58.26,fortnightly,success,NONE,90
4,2024-03-28,2025-05-08,58.26,fortnightly,success,NONE,91
4,2024-03-28,2025-05-22,58.26,fortnightly,success,NONE,92
4,2024-03-28,2025-06-05,58.26,fortnightly,success,NONE,93
4,2024-03-28,2025-06-19,58.26,fortnightly,success,NONE,94
5,2024-07-24,2024-08-23,102.49,monthly,success,NONE,95
5,2024-07-24,2024-09-22,102.49,monthly,success,NONE,96
5,2024-07-24,2024-10-22,102.49,monthly,fail,NSF,97
5,2024-07-24,2024-11-21,102.49,monthly,success,NONE,98
5,2024-07-24,2024-12-21,102.49,monthly,success,NONE,99
5,2024-07-24,2025-01-20,102.49,monthly,success,NONE,100
5,2024-07-24,2025-02-19,102.49,monthly,success,NONE,101
5,2024-07-24,2025-03-21,102.49,monthly,success,NONE,102
5,2024-07-24,2025-04-20,102.49,monthly,success,NONE,103
5,2024-07-24,2025-05-20,102.49,monthly,success,NONE,104
5,2024-07-24,2025-06-19,102.49,monthly,success,NONE,105
6,2024-02-12,2024-03-13,139.03,monthly,fail,NSF,106
6,2024-02-12,2024-04-12,139.03,monthly,fail,NSF,107
6,2024-02-12,2024-05-12,139.03,monthly,fail,NSF,108
6,2024-02-12,2024-06-11,139.03,monthly,fail,NSF,109
6,2024-02-12,2024-07-11,139.03,monthly,fail,NSF,110
6,2024-02-12,2024-08-10,139.03,monthly,success,NONE,111
6,2024-02-12,2024-09-09,139.03,monthly,success,NONE,112
6,2024-02-12,2024-10-09,139.03,monthly,fail,NSF,113
6,2024-02-12,2024-11-08,139.03,monthly,fail,NSF,114
6,2024-02-12,2024-12-08,139.03,monthly,fail,NSF,115
6,2024-02-12,2025-01-07,139.03,monthly,fail,NSF,116
6,2024-02-12,2025-02-06,139.03,monthly,fail,NSF,117
6,2024-02-12,2025-03-08,139.03,monthly,fail,NSF,118
6,2024-02-12,2025-04-07,139.03,monthly,fail,NSF,119
6,2024-02-12,2025-05-07,139.03,monthly,success,NONE,120
6,2024-02-12,2025-06-06,139.03,monthly,fail,NSF,121
7,2024-03-07,2024-04-06,51.64,monthly,success,NONE,122
7,2024-03-07,2024-05-06,51.64,monthly,fail,DNH,123
7,2024-03-07,2024-06-05,51.64,monthly,success,NONE,124
7,2024-03-07,2024-07-05,51.64,monthly,success,NONE,125
7,2024-03-07,2024-08-04,51.64,monthly,success,NONE,126
7,2024-03-07,2024-09-03,51.64,monthly,success,NONE,127
7,2024-03-07,2024-10-03,51.64,monthly,fail,CARD,128
7,2024-03-07,2024-11-02,51.64,monthly,success,NONE,129
7,2024-03-07,2024-12-02,51.64,monthly,success,NONE,130
7,2024-03-07,2025-01-01,51.64,monthly,success,NONE,131
7,2024-03-07,2025-01-31,51.64,monthly,fail,NSF,132
7,2024-03-07,2025-03-02,51.64,monthly,success,NONE,133
7,2024-03-07,2025-04-01,51.64,monthly,success,NONE,134
7,2024-03-07,2025-05-01,51.64,monthly,success,NONE,135
7,2024-03-07,2025-05-31,51.64,monthly,success,NONE,136
8,2024-02-15,2024-02-29,53.58,fortnightly,success,NONE,137
8,2024-02-15,2024-03-14,53.58,fortnightly,success,NONE,138
8,2024-02-15,2024-03-28,53.58,fortnightly,success,NONE,139
8,2024-02-15,2024-04-11,53.58,fortnightly,success,NONE,140
8,2024-02-15,2024-04-25,53.58,fortnightly,success,NONE,141
8,2024-02-15,2024-05-09,53.58,fortnightly,success,NONE,142
8,2024-02-15,2024-05-23,53.58,fortnightly,success,NONE,143
8,2024-02-15,2024-06-06,53.58,fortnightly,success,NONE,144
8,2024-02-15,2024-06-20,53.58,fortnightly,success,NONE,145
8,2024-02-15,2024-07-04,53.58,fortnightly,success,NONE,146
8,2024-02-15,2024-07-18,53.58,fortnightly,success,NONE,147
8,2024-02-15,2024-08-01,53.58,fortnightly,success,NONE,148
8,2024-02-15,2024-08-15,53.58,fortnightly,success,NONE,149
8,2024-02-15,2024-08-29,53.58,fortnightly,success,NONE,150
8,2024-02-15,2024-09-12,53.58,fortnightly,success,NONE,151
8,2024-02-15,2024-09-26,53.58,fortnightly,success,NONE,152
8,2024-02-15,2024-10-10,53.58,fortnightly,success,NONE,153
8,2024-02-15,2024-10-24,53.58,fortnightly,success,NONE,154
8,2024-02-15,2024-11-07,53.58,fortnightly,success,NONE,155
8,2024-02-15,2024-11-21,53.58,fortnightly,success,NONE,156
8,2024-02-15,2024-12-05,53.58,fortnightly,fail,DNH,157
8,2024-02-15,2024-12-19,53.58,fortnightly,success,NONE,158
8,2024-02-15,2025-01-02,53.58,fortnightly,success,NONE,159
8,2024-02-15,2025-01-16,53.58,fortnightly,success,NONE,160
8,2024-02-15,2025-01-30,53.58,fortnightly,success,NONE,161
8,2024-02-15,2025-02-13,53.58,fortnightly,success,NONE,162
8,2024-02-15,2025-02-27,53.58,fortnightly,success,NONE,163
8,2024-02-15,2025-03-13,53.58,fortnightly,success,NONE,164
8,2024-02-15,2025-03-27,53.58,fortnightly,success,NONE,165
8,2024-02-15,2025-04-10,53.58,fortnightly,success,NONE,166
8,2024-02-15,2025-04-24,53.58,fortnightly,success,NONE,167
8,2024-02-15,2025-05-08,53.58,fortnightly,success,NONE,168
8,2024-02-15,2025-05-22,53.58,fortnightly,success,NONE,169
8,2024-02-15,2025-06-05,53.58,fortnightly,success,NONE,170
8,2024-02-15,2025-06-19,53.58,fortnightly,success,NONE,171
9,2024-03-14,2024-04-13,72.76,monthly,success,NONE,172
9,2024-03-14,2024-05-13,72.76,monthly,success,NONE,173
9,2024-03-14,2024-06-12,72.76,monthly,success,NONE,174
9,2024-03-14,2024-07-12,72.76,monthly,success,NONE,175
9,2024-03-14,2024-08-11,72.76,monthly,success,NONE,176
9,2024-03-14,2024-09-10,72.76,monthly,success,NONE,177
9,2024-03-14,2024-10-10,72.76,monthly,success,NONE,178
9,2024-03-14,2024-11-09,72.76,monthly,success,NONE,179
9,2024-03-14,2024-12-09,72.76,monthly,success,NONE,180
9,2024-03-14,2025-01-08,72.76,monthly,success,NONE,181
9,2024-03-14,2025-02-07,72.76,monthly,fail,NSF,182
9,2024-03-14,2025-03-09,72.76,monthly,success,NONE,183
9,2024-03-14,2025-04-08,72.76,monthly,fail,NSF,184
9,2024-03-14,2025-05-08,72.76,monthly,success,NONE,185
9,2024-03-14,2025-06-07,72.76,monthly,success,NONE,186
10,2024-02-21,2024-02-28,124.75,weekly,success,NONE,187
10,2024-02-21,2024-03-06,124.75,weekly,fail,DNH,188
10,2024-02-21,2024-03-13,124.75,weekly,fail,NSF,189
10,2024-02-21,2024-03-20,124.75,weekly,success,NONE,190
10,2024-02-21,2024-03-27,124.75,weekly,success,NONE,191
10,2024-02-21,2024-04-03,124.75,weekly,success,NONE,192
10,2024-02-21,2024-04-10,124.75,weekly,success,NONE,193
10,2024-02-21,2024-04-17,124.75,weekly,success,NONE,194
10,2024-02-21,2024-04-24,124.75,weekly,success,NONE,195
10,2024-02-21,2024-05-01,124.75,weekly,success,NONE,196
10,2024-02-21,2024-05-08,124.75,weekly,success,NONE,197
10,2024-02-21,2024-05-15,124.75,weekly,fail,NSF,198
10,2024-02-21,2024-05-22,124.75,weekly,success,NONE,199
10,2024-02-21,2024-05-29,124.75,weekly,fail,NSF,200
10,2024-02-21,2024-06-05,124.75,weekly,success,NONE,201
10,2024-02-21,2024-06-12,124.75,weekly,success,NONE,202
10,2024-02-21,2024-06-19,124.75,weekly,fail,NSF,203
10,2024-02-21,2024-06-26,124.75,weekly,success,NONE,204
10,2024-02-21,2024-07-03,124.75,weekly,success,NONE,205
10,2024-02-21,2024-07-10,124.75,weekly,success,NONE,206
10,2024-02-21,2024-07-17,124.75,weekly,success,NONE,207
10,2024-02-21,2024-07-24,124.75,weekly,success,NONE,208
10,2024-02-21,2024-07-31,124.75,weekly,success,NONE,209
10,2024-02-21,2024-08-07,124.75,weekly,success,NONE,210
10,2024-02-21,2024-08-14,124.75,weekly,success,NONE,211
10,2024-02-21,2024-08-21,124.75,weekly,success,NONE,212
10,2024-02-21,2024-08-28,124.75,weekly,success,NONE,213
10,2024-02-21,2024-09-04,124.75,weekly,success,NONE,214
10,2024-02-21,2024-09-11,124.75,weekly,success,NONE,215
10,2024-02-21,2024-09-18,124.75,weekly,success,NONE,216
10,2024-02-21,2024-09-25,124.75,weekly,success,NONE,217
10,2024-02-21,2024-10-02,124.75,weekly,success,NONE,218
10,2024-02-21,2024-10-09,124.75,weekly,success,NONE,219
10,2024-02-21,2024-10-16,124.75,weekly,success,NONE,220
10,2024-02-21,2024-10-23,124.75,weekly,success,NONE,221
10,2024-02-21,2024-10-30,124.75,weekly,success,NONE,222
10,2024-02-21,2024-11-06,124.75,weekly,success,NONE,223
10,2024-02-21,2024-11-13,124.75,weekly,success,NONE,224
10,2024-02-21,2024-11-20,124.75,weekly,success,NONE,225
10,2024-02-21,2024-11-27,124.75,weekly,success,NONE,226
10,2024-02-21,2024-12-04,124.75,weekly,success,NONE,227
10,2024-02-21,2024-12-11,124.75,weekly,success,NONE,228
10,2024-02-21,2024-12-18,124.75,weekly,success,NONE,229
10,2024-02-21,2024-12-25,124.75,weekly,success,NONE,230
10,2024-02-21,2025-01-01,124.75,weekly,success,NONE,231
10,2024-02-21,2025-01-08,124.75,weekly,success,NONE,232
10,2024-02-21,2025-01-15,124.75,weekly,fail,NSF,233
10,2024-02-21,2025-01-22,124.75,weekly,success,NONE,234
10,2024-02-21,2025-01-29,124.75,weekly,success,NONE,235
10,2024-02-21,2025-02-05,124.75,weekly,success,NONE,236
10,2024-02-21,2025-02-12,124.75,weekly,fail,NSF,237
10,2024-02-21,2025-02-19,124.75,weekly,success,NONE,238
10,2024-02-21,2025-02-26,124.75,weekly,success,NONE,239
10,2024-02-21,2025-03-05,124.75,weekly,success,NONE,240
10,2024-02-21,2025-03-12,124.75,weekly,success,NONE,241
10,2024-02-21,2025-03-19,124.75,weekly,success,NONE,242
10,2024-02-21,2025-03-26,124.75,weekly,success,NONE,243
10,2024-02-21,2025-04-02,124.75,weekly,success,NONE,244
10,2024-02-21,2025-04-09,124.75,weekly,success,NONE,245
10,2024-02-21,2025-04-16,124.75,weekly,success,NONE,246
10,2024-02-21,2025-04-23,124.75,weekly,fail,NSF,247
10,2024-02-21,2025-04-30,124.75,weekly,success,NONE,248
10,2024-02-21,2025-05-07,124.75,weekly,success,NONE,249
10,2024-02-21,2025-05-14,124.75,weekly,success,NONE,250
10,2024-02-21,2025-05-21,124.75,weekly,success,NONE,251
10,2024-02-21,2025-05-28,124.75,weekly,success,NONE,252
10,2024-02-21,2025-06-04,124.75,weekly,success,NONE,253
10,2024-02-21,2025-06-11,124.75,weekly,success,NONE,254
10,2024-02-21,2025-06-18,124.75,weekly,success,NONE,255
11,2024-07-01,2024-07-31,65.6,monthly,success,NONE,256
11,2024-07-01,2024-08-30,65.6,monthly,success,NONE,257
11,2024-07-01,2024-09-29,65.6,monthly,success,NONE,258
11,2024-07-01,2024-10-29,65.6,monthly,success,NONE,259
11,2024-07-01,2024-11-28,65.6,monthly,success,NONE,260
11,2024-07-01,2024-12-28,65.6,monthly,fail,NSF,261
11,2024-07-01,2025-01-27,65.6,monthly,success,NONE,262
11,2024-07-01,2025-02-26,65.6,monthly,success,NONE,263
11,2024-07-01,2025-03-28,65.6,monthly,success,NONE,264
11,2024-07-01,2025-04-27,65.6,monthly,success,NONE,265
11,2024-07-01,2025-05-27,65.6,monthly,success,NONE,266
12,2024-04-11,2024-05-11,21.22,monthly,success,NONE,267
12,2024-04-11,2024-06-10,21.22,monthly,success,NONE,268
12,2024-04-11,2024-07-10,21.22,monthly,success,NONE,269
12,2024-04-11,2024-08-09,21.22,monthly,success,NONE,270
12,2024-04-11,2024-09-08,21.22,monthly,success,NONE,271
12,2024-04-11,2024-10-08,21.22,monthly,success,NONE,272
12,2024-04-11,2024-11-07,21.22,monthly,success,NONE,273
12,2024-04-11,2024-12-07,21.22,monthly,success,NONE,274
12,2024-04-11,2025-01-06,21.22,monthly,success,NONE,275
12,2024-04-11,2025-02-05,21.22,monthly,success,NONE,276
12,2024-04-11,2025-03-07,21.22,monthly,success,NONE,277
12,2024-04-11,2025-04-06,21.22,monthly,success,NONE,278
12,2024-04-11,2025-05-06,21.22,monthly,success,NONE,279
12,2024-04-11,2025-06-05,21.22,monthly,success,NONE,280
13,2024-07-17,2024-08-16,103.17,monthly,success,NONE,281
13,2024-07-17,2024-09-15,103.17,monthly,success,NONE,282
13,2024-07-17,2024-10-15,103.17,monthly,success,NONE,283
13,2024-07-17,2024-11-14,103.17,monthly,success,NONE,284
13,2024-07-17,2024-12-14,103.17,monthly,success,NONE,285
13,2024-07-17,2025-01-13,103.17,monthly,fail,DNH,286
13,2024-07-17,2025-02-12,103.17,monthly,success,NONE,287
13,2024-07-17,2025-03-14,103.17,monthly,success,NONE,288
13,2024-07-17,2025-04-13,103.17,monthly,success,NONE,289
13,2024-07-17,2025-05-13,103.17,monthly,success,NONE,290
13,2024-07-17,2025-06-12,103.17,monthly,success,NONE,291
14,2024-07-27,2024-08-03,102.49,weekly,fail,NSF,292
14,2024-07-27,2024-08-10,102.49,weekly,success,NONE,293
14,2024-07-27,2024-08-17,102.49,weekly,success,NONE,294
14,2024-07-27,2024-08-24,102.49,weekly,success,NONE,295
14,2024-07-27,2024-08-31,102.49,weekly,success,NONE,296
14,2024-07-27,2024-09-07,102.49,weekly,success,NONE,297
14,2024-07-27,2024-09-14,102.49,weekly,success,NONE,298
14,2024-07-27,2024-09-21,102.49,weekly,success,NONE,299
14,2024-07-27,2024-09-28,102.49,weekly,success,NONE,300
14,2024-07-27,2024-10-05,102.49,weekly,success,NONE,301
14,2024-07-27,2024-10-12,102.49,weekly,success,NONE,302
14,2024-07-27,2024-10-19,102.49,weekly,success,NONE,303
14,2024-07-27,2024-10-26,102.49,weekly,success,NONE,304
14,2024-07-27,2024-11-02,102.49,weekly,success,NONE,305
14,2024-07-27,2024-11-09,102.49,weekly,success,NONE,306
14,2024-07-27,2024-11-16,102.49,weekly,success,NONE,307
14,2024-07-27,2024-11-23,102.49,weekly,success,NONE,308
14,2024-07-27,2024-11-30,102.49,weekly,success,NONE,309
14,2024-07-27,2024-12-07,102.49,weekly,success,NONE,310
14,2024-07-27,2024-12-14,102.49,weekly,success,NONE,311
14,2024-07-27,2024-12-21,102.49,weekly,success,NONE,312
14,2024-07-27,2024-12-28,102.49,weekly,fail,NSF,313
14,2024-07-27,2025-01-04,102.49,weekly,success,NONE,314
14,2024-07-27,2025-01-11,102.49,weekly,success,NONE,315
14,2024-07-27,2025-01-18,102.49,weekly,success,NONE,316
14,2024-07-27,2025-01-25,102.49,weekly,success,NONE,317
14,2024-07-27,2025-02-01,102.49,weekly,success,NONE,318
14,2024-07-27,2025-02-08,102.49,weekly,success,NONE,319
14,2024-07-27,2025-02-15,102.49,weekly,success,NONE,320
14,2024-07-27,2025-02-22,102.49,weekly,success,NONE,321
14,2024-07-27,2025-03-01,102.49,weekly,success,NONE,322
14,2024-07-27,2025-03-08,102.49,weekly,fail,NSF,323
14,2024-07-27,2025-03-15,102.49,weekly,success,NONE,324
14,2024-07-27,2025-03-22,102.49,weekly,success,NONE,325
14,2024-07-27,2025-03-29,102.49,weekly,fail,NSF,326
14,2024-07-27,2025-04-05,102.49,weekly,success,NONE,327
14,2024-07-27,2025-04-12,102.49,weekly,success,NONE,328
14,2024-07-27,2025-04-19,102.49,weekly,success,NONE,329
14,2024-07-27,2025-04-26,102.49,weekly,success,NONE,330
14,2024-07-27,2025-05-03,102.49,weekly,fail,NSF,331
14,2024-07-27,2025-05-10,102.49,weekly,success,NONE,332
14,2024-07-27,2025-05-17,102.49,weekly,success,NONE,333
14,2024-07-27,2025-05-24,102.49,weekly,success,NONE,334
14,2024-07-27,2025-05-31,102.49,weekly,success,NONE,335
14,2024-07-27,2025-06-07,102.49,weekly,success,NONE,336
14,2024-07-27,2025-06-14,102.49,weekly,success,NONE,337
14,2024-07-27,2025-06-21,102.49,weekly,success,NONE,338
15,2024-04-10,2024-05-10,56.34,monthly,cancelled,CANCELLED,339
16,2024-04-25,2024-05-09,155.86,fortnightly,fail,NSF,340
16,2024-04-25,2024-05-23,155.86,fortnightly,fail,NSF,341
16,2024-04-25,2024-06-06,155.86,fortnightly,fail,NSF,342
16,2024-04-25,2024-06-20,155.86,fortnightly,fail,NSF,343
16,2024-04-25,2024-07-04,155.86,fortnightly,fail,NSF,344
16,2024-04-25,2024-07-18,155.86,fortnightly,success,NONE,345
16,2024-04-25,2024-08-01,155.86,fortnightly,fail,NSF,346
16,2024-04-25,2024-08-15,155.86,fortnightly,fail,NSF,347
16,2024-04-25,2024-08-29,155.86,fortnightly,fail,NSF,348
16,2024-04-25,2024-09-12,155.86,fortnightly,fail,NSF,349
16,2024-04-25,2024-09-26,155.86,fortnightly,fail,NSF,350
16,2024-04-25,2024-10-10,155.86,fortnightly,fail,NSF,351
16,2024-04-25,2024-10-24,155.86,fortnightly,fail,NSF,352
16,2024-04-25,2024-11-07,155.86,fortnightly,fail,NSF,353
16,2024-04-25,2024-11-21,155.86,fortnightly,fail,NSF,354
16,2024-04-25,2024-12-05,155.86,fortnightly,fail,NSF,355
16,2024-04-25,2024-12-19,155.86,fortnightly,fail,NSF,356
16,2024-04-25,2025-01-02,155.86,fortnightly,fail,NSF,357
16,2024-04-25,2025-01-16,155.86,fortnightly,fail,NSF,358
16,2024-04-25,2025-01-30,155.86,fortnightly,fail,NSF,359
16,2024-04-25,2025-02-13,155.86,fortnightly,fail,NSF,360
16,2024-04-25,2025-02-27,155.86,fortnightly,fail,NSF,361
16,2024-04-25,2025-03-13,155.86,fortnightly,cancelled,CANCELLED,362
17,2024-05-18,2024-05-25,67.71,weekly,success,NONE,363
17,2024-05-18,2024-06-01,67.71,weekly,fail,NSF,364
17,2024-05-18,2024-06-08,67.71,weekly,success,NONE,365
17,2024-05-18,2024-06-15,67.71,weekly,success,NONE,366
17,2024-05-18,2024-06-22,67.71,weekly,success,NONE,367
17,2024-05-18,2024-06-29,67.71,weekly,success,NONE,368
17,2024-05-18,2024-07-06,67.71,weekly,success,NONE,369
17,2024-05-18,2024-07-13,67.71,weekly,success,NONE,370
17,2024-05-18,2024-07-20,67.71,weekly,success,NONE,371
17,2024-05-18,2024-07-27,67.71,weekly,success,NONE,372
17,2024-05-18,2024-08-03,67.71,weekly,success,NONE,373
17,2024-05-18,2024-08-10,67.71,weekly,success,NONE,374
17,2024-05-18,2024-08-17,67.71,weekly,success,NONE,375
17,2024-05-18,2024-08-24,67.71,weekly,success,NONE,376
17,2024-05-18,2024-08-31,67.71,weekly,fail,NSF,377
17,2024-05-18,2024-09-07,67.71,weekly,success,NONE,378
17,2024-05-18,2024-09-14,67.71,weekly,success,NONE,379
17,2024-05-18,2024-09-21,67.71,weekly,success,NONE,380
17,2024-05-18,2024-09-28,67.71,weekly,fail,DNH,381
17,2024-05-18,2024-10-05,67.71,weekly,success,NONE,382
17,2024-05-18,2024-10-12,67.71,weekly,success,NONE,383
17,2024-05-18,2024-10-19,67.71,weekly,success,NONE,384
17,2024-05-18,2024-10-26,67.71,weekly,success,NONE,385
17,2024-05-18,2024-11-02,67.71,weekly,success,NONE,386
17,2024-05-18,2024-11-09,67.71,weekly,success,NONE,387
17,2024-05-18,2024-11-16,67.71,weekly,success,NONE,388
17,2024-05-18,2024-11-23,67.71,weekly,fail,NSF,389
17,2024-05-18,2024-11-30,67.71,weekly,success,NONE,390
17,2024-05-18,2024-12-07,67.71,weekly,success,NONE,391
17,2024-05-18,2024-12-14,67.71,weekly,success,NONE,392
17,2024-05-18,2024-12-21,67.71,weekly,success,NONE,393
17,2024-05-18,2024-12-28,67.71,weekly,success,NONE,394
17,2024-05-18,2025-01-04,67.71,weekly,success,NONE,395
17,2024-05-18,2025-01-11,67.71,weekly,success,NONE,396
17,2024-05-18,2025-01-18,67.71,weekly,success,NONE,397
17,2024-05-18,2025-01-25,67.71,weekly,success,NONE,398
17,2024-05-18,2025-02-01,67.71,weekly,success,NONE,399
17,2024-05-18,2025-02-08,67.71,weekly,success,NONE,400
17,2024-05-18,2025-02-15,67.71,weekly,success,NONE,401
17,2024-05-18,2025-02-22,67.71,weekly,success,NONE,402
17,2024-05-18,2025-03-01,67.71,weekly,success,NONE,403
17,2024-05-18,2025-03-08,67.71,weekly,success,NONE,404
17,2024-05-18,2025-03-15,67.71,weekly,success,NONE,405
17,2024-05-18,2025-03-22,67.71,weekly,fail,NSF,406
17,2024-05-18,2025-03-29,67.71,weekly,success,NONE,407
17,2024-05-18,2025-04-05,67.71,weekly,success,NONE,408
17,2024-05-18,2025-04-12,67.71,weekly,success,NONE,409
17,2024-05-18,2025-04-19,67.71,weekly,success,NONE,410
17,2024-05-18,2025-04-26,67.71,weekly,fail,NSF,411
17,2024-05-18,2025-05-03,67.71,weekly,success,NONE,412
17,2024-05-18,2025-05-10,67.71,weekly,success,NONE,413
17,2024-05-18,2025-05-17,67.71,weekly,success,NONE,414
17,2024-05-18,2025-05-24,67.71,weekly,success,NONE,415
17,2024-05-18,2025-05-31,67.71,weekly,success,NONE,416
17,2024-05-18,2025-06-07,67.71,weekly,success,NONE,417
17,2024-05-18,2025-06-14,67.71,weekly,success,NONE,418
17,2024-05-18,2025-06-21,67.71,weekly,success,NONE,419
18,2024-04-26,2024-05-26,74.56,monthly,success,NONE,420
18,2024-04-26,2024-06-25,74.56,monthly,success,NONE,421
18,2024-04-26,2024-07-25,74.56,monthly,success,NONE,422
18,2024-04-26,2024-08-24,74.56,monthly,success,NONE,423
